x
1	1p36.33
2	1p36.32
3	1p36.31
4	1p36.23
5	1p36.22
6	1p36.21
7	1p36.13
8	1p36.12
9	1p36.11
10	1p35.3
11	1p35.2
12	1p35.1
13	1p34.3
14	1p34.2
15	1p34.1
16	1p33
17	1p32.3
18	1p32.2
19	1p32.1
20	1p31.3
21	1p31.2
22	1p31.1
23	1p22.3
24	1p22.2
25	1p22.1
26	1p21.3
27	1p21.2
28	1p21.1
29	1p13.3
30	1p13.2
31	1p13.1
32	1p12
33	1p11.2
34	1p11.1
35	1q11
36	1q12
37	1q21.1
38	1q21.2
39	1q21.3
40	1q22
41	1q23.1
42	1q23.2
43	1q23.3
44	1q24.1
45	1q24.2
46	1q24.3
47	1q25.1
48	1q25.2
49	1q25.3
50	1q31.1
51	1q31.2
52	1q31.3
53	1q32.1
54	1q32.2
55	1q32.3
56	1q41
57	1q42.11
58	1q42.12
59	1q42.13
60	1q42.2
61	1q42.3
62	1q43
63	1q44
64	2p25.3
65	2p25.2
66	2p25.1
67	2p24.3
68	2p24.2
69	2p24.1
70	2p23.3
71	2p23.2
72	2p23.1
73	2p22.3
74	2p22.2
75	2p22.1
76	2p21
77	2p16.3
78	2p16.2
79	2p16.1
80	2p15
81	2p14
82	2p13.3
83	2p13.2
84	2p13.1
85	2p12
86	2p11.2
87	2p11.1
88	2q11.1
89	2q11.2
90	2q12.1
91	2q12.2
92	2q12.3
93	2q13
94	2q14.1
95	2q14.2
96	2q14.3
97	2q21.1
98	2q21.2
99	2q21.3
100	2q22.1
101	2q22.2
102	2q22.3
103	2q23.1
104	2q23.2
105	2q23.3
106	2q24.1
107	2q24.2
108	2q24.3
109	2q31.1
110	2q31.2
111	2q31.3
112	2q32.1
113	2q32.2
114	2q32.3
115	2q33.1
116	2q33.2
117	2q33.3
118	2q34
119	2q35
120	2q36.1
121	2q36.2
122	2q36.3
123	2q37.1
124	2q37.2
125	2q37.3
126	3p26.3
127	3p26.2
128	3p26.1
129	3p25.3
130	3p25.2
131	3p25.1
132	3p24.3
133	3p24.2
134	3p24.1
135	3p23
136	3p22.3
137	3p22.2
138	3p22.1
139	3p21.33
140	3p21.32
141	3p21.31
142	3p21.2
143	3p21.1
144	3p14.3
145	3p14.2
146	3p14.1
147	3p13
148	3p12.3
149	3p12.2
150	3p12.1
151	3p11.2
152	3p11.1
153	3q11.1
154	3q11.2
155	3q12.1
156	3q12.2
157	3q12.3
158	3q13.11
159	3q13.12
160	3q13.13
161	3q13.2
162	3q13.31
163	3q13.32
164	3q13.33
165	3q21.1
166	3q21.2
167	3q21.3
168	3q22.1
169	3q22.2
170	3q22.3
171	3q23
172	3q24
173	3q25.1
174	3q25.2
175	3q25.31
176	3q25.32
177	3q25.33
178	3q26.1
179	3q26.2
180	3q26.31
181	3q26.32
182	3q26.33
183	3q27.1
184	3q27.2
185	3q27.3
186	3q28
187	3q29
188	4p16.3
189	4p16.2
190	4p16.1
191	4p15.33
192	4p15.32
193	4p15.31
194	4p15.2
195	4p15.1
196	4p14
197	4p13
198	4p12
199	4p11
200	4q11
201	4q12
202	4q13.1
203	4q13.2
204	4q13.3
205	4q21.1
206	4q21.21
207	4q21.22
208	4q21.23
209	4q21.3
210	4q22.1
211	4q22.2
212	4q22.3
213	4q23
214	4q24
215	4q25
216	4q26
217	4q27
218	4q28.1
219	4q28.2
220	4q28.3
221	4q31.1
222	4q31.21
223	4q31.22
224	4q31.23
225	4q31.3
226	4q32.1
227	4q32.2
228	4q32.3
229	4q33
230	4q34.1
231	4q34.2
232	4q34.3
233	4q35.1
234	4q35.2
235	5p15.33
236	5p15.32
237	5p15.31
238	5p15.2
239	5p15.1
240	5p14.3
241	5p14.2
242	5p14.1
243	5p13.3
244	5p13.2
245	5p13.1
246	5p12
247	5p11
248	5q11.1
249	5q11.2
250	5q12.1
251	5q12.2
252	5q12.3
253	5q13.1
254	5q13.2
255	5q13.3
256	5q14.1
257	5q14.2
258	5q14.3
259	5q15
260	5q21.1
261	5q21.2
262	5q21.3
263	5q22.1
264	5q22.2
265	5q22.3
266	5q23.1
267	5q23.2
268	5q23.3
269	5q31.1
270	5q31.2
271	5q31.3
272	5q32
273	5q33.1
274	5q33.2
275	5q33.3
276	5q34
277	5q35.1
278	5q35.2
279	5q35.3
280	6p25.3
281	6p25.2
282	6p25.1
283	6p24.3
284	6p24.2
285	6p24.1
286	6p23
287	6p22.3
288	6p22.2
289	6p22.1
290	6p21.33
291	6p21.32
292	6p21.31
293	6p21.2
294	6p21.1
295	6p12.3
296	6p12.2
297	6p12.1
298	6p11.2
299	6p11.1
300	6q11.1
301	6q11.2
302	6q12
303	6q13
304	6q14.1
305	6q14.2
306	6q14.3
307	6q15
308	6q16.1
309	6q16.2
310	6q16.3
311	6q21
312	6q22.1
313	6q22.2
314	6q22.31
315	6q22.32
316	6q22.33
317	6q23.1
318	6q23.2
319	6q23.3
320	6q24.1
321	6q24.2
322	6q24.3
323	6q25.1
324	6q25.2
325	6q25.3
326	6q26
327	6q27
328	7p22.3
329	7p22.2
330	7p22.1
331	7p21.3
332	7p21.2
333	7p21.1
334	7p15.3
335	7p15.2
336	7p15.1
337	7p14.3
338	7p14.2
339	7p14.1
340	7p13
341	7p12.3
342	7p12.2
343	7p12.1
344	7p11.2
345	7p11.1
346	7q11.1
347	7q11.21
348	7q11.22
349	7q11.23
350	7q21.11
351	7q21.12
352	7q21.13
353	7q21.2
354	7q21.3
355	7q22.1
356	7q22.2
357	7q22.3
358	7q31.1
359	7q31.2
360	7q31.31
361	7q31.32
362	7q31.33
363	7q32.1
364	7q32.2
365	7q32.3
366	7q33
367	7q34
368	7q35
369	7q36.1
370	7q36.2
371	7q36.3
372	8p23.3
373	8p23.2
374	8p23.1
375	8p22
376	8p21.3
377	8p21.2
378	8p21.1
379	8p12
380	8p11.23
381	8p11.22
382	8p11.21
383	8p11.1
384	8q11.1
385	8q11.21
386	8q11.22
387	8q11.23
388	8q12.1
389	8q12.2
390	8q12.3
391	8q13.1
392	8q13.2
393	8q13.3
394	8q21.11
395	8q21.12
396	8q21.13
397	8q21.2
398	8q21.3
399	8q22.1
400	8q22.2
401	8q22.3
402	8q23.1
403	8q23.2
404	8q23.3
405	8q24.11
406	8q24.12
407	8q24.13
408	8q24.21
409	8q24.22
410	8q24.23
411	8q24.3
412	9p24.3
413	9p24.2
414	9p24.1
415	9p23
416	9p22.3
417	9p22.2
418	9p22.1
419	9p21.3
420	9p21.2
421	9p21.1
422	9p13.3
423	9p13.2
424	9p13.1
425	9p12
426	9p11.2
427	9p11.1
428	9q11
429	9q12
430	9q13
431	9q21.11
432	9q21.12
433	9q21.13
434	9q21.2
435	9q21.31
436	9q21.32
437	9q21.33
438	9q22.1
439	9q22.2
440	9q22.31
441	9q22.32
442	9q22.33
443	9q31.1
444	9q31.2
445	9q31.3
446	9q32
447	9q33.1
448	9q33.2
449	9q33.3
450	9q34.11
451	9q34.12
452	9q34.13
453	9q34.2
454	9q34.3
455	10p15.3
456	10p15.2
457	10p15.1
458	10p14
459	10p13
460	10p12.33
461	10p12.32
462	10p12.31
463	10p12.2
464	10p12.1
465	10p11.23
466	10p11.22
467	10p11.21
468	10p11.1
469	10q11.1
470	10q11.21
471	10q11.22
472	10q11.23
473	10q21.1
474	10q21.2
475	10q21.3
476	10q22.1
477	10q22.2
478	10q22.3
479	10q23.1
480	10q23.2
481	10q23.31
482	10q23.32
483	10q23.33
484	10q24.1
485	10q24.2
486	10q24.31
487	10q24.32
488	10q24.33
489	10q25.1
490	10q25.2
491	10q25.3
492	10q26.11
493	10q26.12
494	10q26.13
495	10q26.2
496	10q26.3
497	11p15.5
498	11p15.4
499	11p15.3
500	11p15.2
501	11p15.1
502	11p14.3
503	11p14.2
504	11p14.1
505	11p13
506	11p12
507	11p11.2
508	11p11.12
509	11p11.11
510	11q11
511	11q12.1
512	11q12.2
513	11q12.3
514	11q13.1
515	11q13.2
516	11q13.3
517	11q13.4
518	11q13.5
519	11q14.1
520	11q14.2
521	11q14.3
522	11q21
523	11q22.1
524	11q22.2
525	11q22.3
526	11q23.1
527	11q23.2
528	11q23.3
529	11q24.1
530	11q24.2
531	11q24.3
532	11q25
533	12p13.33
534	12p13.32
535	12p13.31
536	12p13.2
537	12p13.1
538	12p12.3
539	12p12.2
540	12p12.1
541	12p11.23
542	12p11.22
543	12p11.21
544	12p11.1
545	12q11
546	12q12
547	12q13.11
548	12q13.12
549	12q13.13
550	12q13.2
551	12q13.3
552	12q14.1
553	12q14.2
554	12q14.3
555	12q15
556	12q21.1
557	12q21.2
558	12q21.31
559	12q21.32
560	12q21.33
561	12q22
562	12q23.1
563	12q23.2
564	12q23.3
565	12q24.11
566	12q24.12
567	12q24.13
568	12q24.21
569	12q24.22
570	12q24.23
571	12q24.31
572	12q24.32
573	12q24.33
574	13p13
575	13p12
576	13p11.2
577	13p11.1
578	13q11
579	13q12.11
580	13q12.12
581	13q12.13
582	13q12.2
583	13q12.3
584	13q13.1
585	13q13.2
586	13q13.3
587	13q14.11
588	13q14.12
589	13q14.13
590	13q14.2
591	13q14.3
592	13q21.1
593	13q21.2
594	13q21.31
595	13q21.32
596	13q21.33
597	13q22.1
598	13q22.2
599	13q22.3
600	13q31.1
601	13q31.2
602	13q31.3
603	13q32.1
604	13q32.2
605	13q32.3
606	13q33.1
607	13q33.2
608	13q33.3
609	13q34
610	14p13
611	14p12
612	14p11.2
613	14p11.1
614	14q11.1
615	14q11.2
616	14q12
617	14q13.1
618	14q13.2
619	14q13.3
620	14q21.1
621	14q21.2
622	14q21.3
623	14q22.1
624	14q22.2
625	14q22.3
626	14q23.1
627	14q23.2
628	14q23.3
629	14q24.1
630	14q24.2
631	14q24.3
632	14q31.1
633	14q31.2
634	14q31.3
635	14q32.11
636	14q32.12
637	14q32.13
638	14q32.2
639	14q32.31
640	14q32.32
641	14q32.33
642	15p13
643	15p12
644	15p11.2
645	15p11.1
646	15q11.1
647	15q11.2
648	15q12
649	15q13.1
650	15q13.2
651	15q13.3
652	15q14
653	15q15.1
654	15q15.2
655	15q15.3
656	15q21.1
657	15q21.2
658	15q21.3
659	15q22.1
660	15q22.2
661	15q22.31
662	15q22.32
663	15q22.33
664	15q23
665	15q24.1
666	15q24.2
667	15q24.3
668	15q25.1
669	15q25.2
670	15q25.3
671	15q26.1
672	15q26.2
673	15q26.3
674	16p13.3
675	16p13.2
676	16p13.13
677	16p13.12
678	16p13.11
679	16p12.3
680	16p12.2
681	16p12.1
682	16p11.2
683	16p11.1
684	16q11.1
685	16q11.2
686	16q12.1
687	16q12.2
688	16q13
689	16q21
690	16q22.1
691	16q22.2
692	16q22.3
693	16q23.1
694	16q23.2
695	16q23.3
696	16q24.1
697	16q24.2
698	16q24.3
699	17p13.3
700	17p13.2
701	17p13.1
702	17p12
703	17p11.2
704	17p11.1
705	17q11.1
706	17q11.2
707	17q12
708	17q21.1
709	17q21.2
710	17q21.31
711	17q21.32
712	17q21.33
713	17q22
714	17q23.1
715	17q23.2
716	17q23.3
717	17q24.1
718	17q24.2
719	17q24.3
720	17q25.1
721	17q25.2
722	17q25.3
723	18p11.32
724	18p11.31
725	18p11.23
726	18p11.22
727	18p11.21
728	18p11.1
729	18q11.1
730	18q11.2
731	18q12.1
732	18q12.2
733	18q12.3
734	18q21.1
735	18q21.2
736	18q21.31
737	18q21.32
738	18q21.33
739	18q22.1
740	18q22.2
741	18q22.3
742	18q23
743	19p13.3
744	19p13.2
745	19p13.13
746	19p13.12
747	19p13.11
748	19p12
749	19p11
750	19q11
751	19q12
752	19q13.11
753	19q13.12
754	19q13.13
755	19q13.2
756	19q13.31
757	19q13.32
758	19q13.33
759	19q13.41
760	19q13.42
761	19q13.43
762	20p13
763	20p12.3
764	20p12.2
765	20p12.1
766	20p11.23
767	20p11.22
768	20p11.21
769	20p11.1
770	20q11.1
771	20q11.21
772	20q11.22
773	20q11.23
774	20q12
775	20q13.11
776	20q13.12
777	20q13.13
778	20q13.2
779	20q13.31
780	20q13.32
781	20q13.33
782	21p13
783	21p12
784	21p11.2
